cicle; susceptible, infected data/(x130 y20 id15 hd0.1 ip0.5 ss0.9)
1;258;2;
2;258;2;
3;257;3;
4;257;3;
5;257;3;
6;257;3;
7;257;3;
8;257;3;
9;257;3;
10;257;3;
11;257;3;
12;257;3;
13;257;3;
14;257;1;
15;256;2;
16;256;2;
17;256;1;
18;256;1;
19;256;1;
20;256;1;
21;256;1;
22;256;1;
23;256;1;
24;256;1;
25;256;1;
26;256;1;
27;256;1;
28;256;1;
29;256;0;
30;256;0;
31;256;0;
32;255;1;
33;255;1;
34;255;1;
35;253;3;
36;251;5;
37;251;5;
38;251;5;
39;250;6;
40;249;7;
41;249;7;
42;249;7;
43;249;7;
44;248;8;
45;248;8;
46;248;7;
47;246;9;
48;245;10;
49;245;8;
50;245;6;
51;244;7;
52;244;6;
53;244;6;
54;243;6;
55;243;6;
56;240;9;
57;240;9;
58;237;11;
59;236;12;
60;235;11;
61;234;12;
62;233;12;
63;233;12;
64;231;14;
65;230;14;
66;230;14;
67;230;14;
68;229;14;
69;223;18;
70;223;17;
71;219;19;
72;218;19;
73;218;17;
74;213;22;
75;213;20;
76;211;22;
77;210;22;
78;208;23;
79;205;25;
80;204;26;
81;203;27;
82;202;25;
83;201;22;
84;199;24;
85;197;22;
86;197;21;
87;195;22;
88;193;20;
89;191;21;
90;186;24;
91;183;25;
92;179;28;
93;173;32;
94;172;32;
95;171;31;
96;169;32;
97;166;33;
98;162;35;
99;159;38;
100;157;39;
101;155;39;
102;153;38;
103;153;37;
104;150;36;
105;147;32;
106;147;27;
107;146;26;
108;145;27;
109;142;28;
110;141;27;
111;138;24;
112;136;24;
113;131;27;
114;125;31;
115;123;32;
116;123;30;
117;119;32;
118;115;32;
119;113;34;
120;111;36;
121;108;38;
122;107;37;
123;105;37;
124;101;38;
125;98;39;
126;95;38;
127;91;37;
128;87;38;
129;84;39;
130;83;38;
131;80;36;
132;77;38;
133;73;39;
134;72;37;
135;70;37;
136;67;39;
137;66;37;
138;62;38;
139;61;35;
140;61;31;
141;59;30;
142;55;31;
143;55;28;
144;55;26;
145;55;25;
146;51;25;
147;50;22;
148;49;23;
149;46;23;
150;44;22;
151;43;21;
152;42;19;
153;41;20;
154;41;18;
155;38;18;
156;36;19;
157;35;20;
158;35;20;
159;34;19;
160;32;18;
161;32;17;
162;30;19;
163;30;16;
164;30;13;
165;29;14;
166;27;14;
167;26;15;
168;26;13;
169;25;11;
170;24;12;
171;24;11;
172;24;11;
173;24;9;
174;24;8;
175;22;8;
176;22;8;
177;22;8;
178;21;9;
179;19;9;
180;19;8;
181;18;8;
182;17;9;
183;17;8;
184;17;7;
185;17;7;
186;17;7;
187;15;9;
188;15;7;
189;15;7;
190;15;7;
191;15;7;
192;15;6;
193;14;5;
194;12;6;
195;11;7;
196;11;6;
197;11;6;
198;11;6;
199;10;7;
200;10;5;
201;10;5;
202;10;5;
203;10;5;
204;10;5;
205;10;5;
206;10;5;
207;10;2;
208;9;3;
209;9;2;
210;9;2;
211;9;2;
212;9;1;
213;9;1;
214;9;1;
215;8;2;
216;8;2;
217;8;2;
218;8;2;
219;8;2;
220;8;2;
221;8;2;
222;8;1;
223;8;1;
224;8;1;
225;8;1;
226;7;2;
227;7;2;
228;6;2;
229;5;3;
230;5;3;
231;5;3;
232;4;4;
233;4;4;
234;4;4;
235;4;4;
236;4;4;
237;4;4;
238;4;4;
239;4;4;
240;4;3;
241;4;2;
242;4;1;
243;4;1;
244;4;1;
245;4;0;
246;4;0;
247;4;0;
248;4;0;
249;4;0;
250;4;0;
251;4;0;
252;4;0;
253;4;0;
254;4;0;
255;3;1;
256;3;1;
257;3;1;
258;3;1;
259;3;1;
260;3;1;
261;3;1;
262;3;1;
263;3;1;
264;3;1;
265;3;1;
266;3;1;
267;3;1;
268;3;1;
269;3;0;
270;3;0;
271;3;0;
272;2;1;
273;2;1;
274;2;1;
275;2;1;
276;2;1;
277;1;2;
278;1;2;
279;1;2;
280;1;2;
281;1;2;
282;1;2;
283;1;2;
284;1;2;
285;1;1;
286;1;1;
287;1;1;
288;1;1;
289;0;2;
290;0;2;
291;0;1;
292;0;1;
293;0;1;
294;0;1;
295;0;1;
296;0;1;
297;0;1;
298;0;1;
299;0;1;
300;0;1;
301;0;1;
302;0;0;
{
  "graph": true,
  "plot": true,
  "fileName": "data/(x130 y20 id15 hd0.1 ip0.5 ss0.9).csv",
  "dirName": "data",
  "dimX": 130,
  "dimY": 20,
  "population": 260,
  "humanDensity": 0.1,
  "infectProb": 0.5,
  "infectDuration": 15,
  "socialSeparation": 0.9,
  "maxInfected": 39,
  "cicles": 302
}
