cicle; susceptible, infected data/(x300 y200 id15 hd0.1 ip0.5 ss0.9)
1;5999;1;
2;5999;1;
3;5999;1;
4;5999;1;
5;5999;1;
6;5999;1;
7;5999;1;
8;5999;1;
9;5999;1;
10;5999;1;
11;5999;1;
12;5999;1;
13;5999;1;
14;5999;0;
15;5999;0;
16;5999;0;
17;5999;0;
18;5999;0;
19;5999;0;
20;5997;2;
21;5997;2;
22;5997;2;
23;5997;2;
24;5997;2;
25;5997;2;
26;5997;2;
27;5997;2;
28;5997;2;
29;5997;2;
30;5997;2;
31;5997;2;
32;5997;2;
33;5996;1;
34;5996;1;
35;5996;1;
36;5996;1;
37;5996;1;
38;5996;1;
39;5996;1;
40;5996;1;
41;5996;1;
42;5996;1;
43;5996;1;
44;5996;1;
45;5996;1;
46;5996;1;
47;5996;0;
48;5996;0;
49;5995;1;
50;5993;3;
51;5993;3;
52;5993;3;
53;5993;3;
54;5993;3;
55;5993;3;
56;5993;3;
57;5993;3;
58;5993;3;
59;5993;3;
60;5993;3;
61;5991;5;
62;5991;4;
63;5990;3;
64;5990;3;
65;5989;4;
66;5988;5;
67;5986;7;
68;5986;7;
69;5986;7;
70;5986;7;
71;5986;7;
72;5986;7;
73;5983;10;
74;5983;10;
75;5982;9;
76;5982;9;
77;5979;11;
78;5979;11;
79;5977;11;
80;5977;10;
81;5977;9;
82;5977;9;
83;5977;9;
84;5977;9;
85;5975;11;
86;5975;8;
87;5974;9;
88;5973;9;
89;5973;9;
90;5971;8;
91;5969;10;
92;5968;9;
93;5968;9;
94;5967;10;
95;5967;10;
96;5965;12;
97;5962;15;
98;5961;16;
99;5959;16;
100;5956;18;
101;5956;18;
102;5956;17;
103;5955;18;
104;5953;17;
105;5952;17;
106;5950;18;
107;5946;21;
108;5941;26;
109;5936;31;
110;5933;31;
111;5933;29;
112;5929;30;
113;5925;33;
114;5919;37;
115;5918;38;
116;5911;44;
117;5909;45;
118;5906;47;
119;5901;49;
120;5897;53;
121;5896;47;
122;5891;47;
123;5888;46;
124;5886;47;
125;5882;48;
126;5872;57;
127;5866;55;
128;5861;58;
129;5858;56;
130;5854;56;
131;5854;54;
132;5847;58;
133;5839;62;
134;5835;61;
135;5817;75;
136;5810;80;
137;5802;85;
138;5797;87;
139;5787;88;
140;5781;87;
141;5772;92;
142;5769;90;
143;5758;97;
144;5750;104;
145;5742;107;
146;5733;110;
147;5722;114;
148;5714;109;
149;5699;113;
150;5689;117;
151;5667;132;
152;5655;137;
153;5644;139;
154;5632;145;
155;5619;153;
156;5610;153;
157;5594;158;
158;5573;173;
159;5562;173;
160;5544;181;
161;5527;188;
162;5517;186;
163;5501;196;
164;5477;196;
165;5457;205;
166;5444;204;
167;5426;212;
168;5411;214;
169;5385;230;
170;5360;242;
171;5343;239;
172;5323;243;
173;5299;254;
174;5270;269;
175;5250;272;
176;5233;276;
